1.500	3.2572	0.0083508
1.505	3.2566	0.0083209
1.510	3.2560	0.0082911
1.515	3.2554	0.0082612
1.520	3.2548	0.0082314
1.525	3.2542	0.0082015
1.530	3.2537	0.0081727
1.535	3.2531	0.0081452
1.540	3.2526	0.0081177
1.545	3.2521	0.0080902
1.550	3.2515	0.0080627
1.555	3.2510	0.0080352
1.560	3.2504	0.0080076
1.565	3.2499	0.0079801
1.570	3.2494	0.0079526
1.575	3.2488	0.0079251
1.580	3.2483	0.0078976
1.585	3.2478	0.0078701
1.590	3.2473	0.0078444
1.595	3.2469	0.0078190
1.600	3.2504	0.0080076
